Name/Alias,Systematic Name
SGD1,['YLR336C']
SGE1,['YPR198W']
SGF1,['YPR105C']
SGF11,['YPL047W']
SGF29,['YCL010C']
SGF73,['YGL066W']
SGI1,['YDR346C']
SGM1,['YJR134C']
SGN1,['YIR001C']
SGN2,['YBR245C']
SGO1,['YOR073W']
SGP2,['YDL090C']
SGS1,['YMR190C']
SGT1,['YOR057W']
SGT2,['YOR007C']
SGV1,['YPR161C']
SHA3,['YPL026C']
SHB17,['YKR043C']
SHC1,['YER096W']
SHE10,['YGL228W']
SHE11,['YDR381W']
SHE2,['YKL130C']
SHE3,['YBR130C']
SHE4,['YOR035C']
SHE8,['YFL037W']
SHE9,['YDR393W']
SHF1,['YIL036W']
SHG1,['YBR258C']
SHH3,['YMR118C']
SHH4,['YLR164W']
SHI,['YGL070C']
SHM2,['YLR058C']
SHMT1,['YBR263W']
SHMT2,['YLR058C']
SHO1,['YER118C']
SHP1,['YBL058W']
SHQ1,['YIL104C']
SHR10,['YDR160W']
SHR3,['YDL212W']
SHR5,['YOL110W']
SHS1,['YDL225W']
SHU1,['YHL006C']
SHU2,['YDR078C']
SHY1,['YGR112W']
SIA1,['YOR137C']
SIC1,['YLR079W']
SID2,['YJR046W']
SIF2,['YBR103W']
SIG1,['YER068W']
SII,['YGL043W']
SIK1,['YLR197W']
SIL1,['YOL031C']
SIL2,['YLR098C']
SIL3,['YLR098C']
SIL4,['YER052C']
SIM1,['YIL123W']
SIM2,['YLR292C']
SIN1,['YER161C']
SIN2,['YBR010W']
SIN3,['YOL004W']
SIN4,['YNL236W']
SIP1,['YDR422C']
SIP18,['YMR175W']
SIP2,['YGL208W']
SIP3,['YNL257C']
SIP4,['YJL089W']
SIP5,['YMR140W']
SIR1,['YKR101W']
SIR2,['YDL042C']
SIR3,['YLR442C']
SIR4,['YDR227W']
SIR5,['YBR060C']
SIS1,['YNL007C']
SIS2,['YKR072C']
SIT2,['YOR151C']
SIT3,['YPL075W']
SIT4,['YDL047W']
SIW14,['YNL032W']
SIZ1,['YDR409W']
SIZ2,['YOR156C']
SJL1,['YIL002C']
SJL2,['YNL106C']
SJL3,['YOR109W']
SKA1,['YKL023W']
SKC1,['YGR070W']
SKG1,['YKR100C']
SKG3,['YLR187W']
SKG6,['YHR149C']
SKI complex RNA helicase subunit SKI2,['YLR398C']
SKI complex subunit WD repeat protein SKI8,['YGL213C']
SKI complex subunit tetratricopeptide repeat protein SKI3,['YPR189W']
SKI1,['YGL173C']
SKI2,['YLR398C']
SKI3,['YPR189W']
SKI4,['YNL232W']
SKI5,['YPR189W']
SKI6,['YGR195W']
SKI7,['YOR076C']
SKI8,['YGL213C']
SKM1,['YOL113W']
SKN1,['YGR143W']
SKN7,['YHR206W']
SKO1,['YNL167C']
SKP1,['YDR328C']
SKP2,['YNL311C']
SKS1,['YPL026C']
SKT5,['YBL061C']
SKY1,['YMR216C']
SLA1,['YBL007C']
SLA2,['YNL243W']
SLC2,['YDR245W']
SLC4,['YOR175C']
SLD2,['YKL108W']
SLD3,['YGL113W']
SLD4,['YLR103C']
SLD5,['YDR489W']
SLD7,['YOR060C']
SLF1,['YDR515W']
SLG1,['YOR008C']
SLH1,['YGR271W']
SLI1,['YGR212W']
SLI15,['YBR156C']
SLI2,['YKL126W']
SLK1,['YJL095W']
SLK19,['YOR195W']
SLK2,['YHR030C']
SLM1,['YIL105C']
SLM3,['YDL033C']
SLM35,['YJR100C']
SLM4,['YBR077C']
SLM5,['YCR024C']
SLN1,['YIL147C']
SLO1,['YER180C-A']
SLT1,['YGL098W']
SLT11,['YBR065C']
SLT15,['YDR364C']
SLT16,['YLR147C']
SLT17,['YDR088C']
SLT21,['YHR165C']
SLT22,['YER172C']
SLU1,['YGL040C']
SLU2,['YOR278W']
SLU4,['YDR364C']
SLU7,['YDR088C']
SLX1,['YBR228W']
SLX2,['YBR098W']
SLX3,['YDR386W']
SLX4,['YLR135W']
SLX5,['YDL013W']
SLX8,['YER116C']
SLX9,['YGR081C']
SLY1,['YDR189W']
SLY12,['YIL004C']
SLY2,['YLR268W']
SLY41,['YOR307C']
SLZ1,['YNL196C']
SMA1,['YPL027W']
SMA2,['YML066C']
SMB1,['YER029C']
SMC1,['YFL008W']
SMC2,['YFR031C']
SMC3,['YJL074C']
SMC4,['YLR086W']
SMC5,['YOL034W']
SMC6,['YLR383W']
SMD1,['YGR074W']
SMD2,['YLR275W']
SMD3,['YLR147C']
SMD6,['YCR093W']
SMF1,['YOL122C']
SMF2,['YHR050W']
SMF3,['YLR034C']
SMI1,['YGR229C']
SMK1,['YPR054W']
SML1,['YML058W']
SMM2,['YMR275C']
SMO1,['YDR168W']
SMP1,['YBR182C']
SMP2,['YMR165C']
SMP3,['YOR149C']
SMR1,['YMR108W']
SMR2,['YGL013C']
SMS1,['YJL143W']
SMT1,['YJL147C']
SMT3,['YDR510W']
SMT4,['YIL031W']
SMX1,['YCR020C-A']
SMX2,['YFL017W-A']
SMX3,['YPR182W']
SMX4,['YLR438C-A']
SMX5,['YBL026W']
SMY1,['YKL079W']
SMY2,['YBR172C']
SNA1,['YDR276C']
SNA2,['YDR525W-A']
SNA3,['YJL151C']
SNA4,['YDL123W']
SNAP receptor PEP12,['YOR036W']
SNAP receptor SEC22,['YLR268W']
SNAP receptor SNC1,['YAL030W']
SNAP receptor SNC2,['YOR327C']
SNAP receptor USE1,['YGL098W']
SNAP receptor VAM3,['YOR106W']
SNARE-binding exocyst subunit SEC6,['YIL068C']
SNB1,['YBL084C']
SNC1,['YAL030W']
SNC2,['YOR327C']
SND1,['YDR186C']
SND2,['YLR065C']
SND3,['YBR106W']
SNF1,['YDR477W']
SNF11,['YDR073W']
SNF12,['YNR023W']
SNF2,['YOR290C']
SNF3,['YDL194W']
SNF4,['YGL115W']
SNF5,['YBR289W']
SNF6,['YHL025W']
SNF7,['YLR025W']
SNF8,['YPL002C']
SNG1,['YGR197C']
SNI1,['YPR032W']
SNI2,['YBL106C']
SNL1,['YIL016W']
SNM2,['YLR032W']
SNN1,['YNL086W']
SNO1,['YMR095C']
SNO2,['YNL334C']
SNO3,['YFL060C']
SNO4,['YMR322C']
SNP1,['YIL061C']
SNP2,['YFL017W-A']
SNP3,['YBL026W']
SNQ1,['YML116W']
SNQ2,['YDR011W']
SNQ3,['YML007W']
SNT1,['YCR033W']
SNT2,['YGL131C']
SNT309,['YPR101W']
SNU114,['YKL173W']
SNU13,['YEL026W']
SNU16,['YPR082C']
SNU17,['YIR005W']
SNU23,['YDL098C']
SNU246,['YER172C']
SNU40,['YHR156C']
SNU56,['YDR240C']
SNU65,['YDR235W']
SNU66,['YOR308C']
SNU71,['YGR013W']
SNX3,['YOR357C']
SNX4,['YJL036W']
SNX41,['YDR425W']
SNX42,['YDL113C']
SNZ1,['YMR096W']
SNZ2,['YNL333W']
SNZ3,['YFL059W']
SOA1,['YIL166C']
SOC1,['YKL208W']
SOC8,['YKL024C']
SOD1,['YJR104C']
SOD2,['YHR008C']
SOF1,['YLL011W']
SOG2,['YOR353C']
SOH1,['YGL127C']
SOH2,['YOR151C']
SOH4,['YPR086W']
SOI1,['YLL040C']
SOI3,['YJR033C']
SOK1,['YDR006C']
SOK2,['YMR016C']
SOL1,['YNR034W']
SOL2,['YCR073W-A']
SOL3,['YHR163W']
SOL4,['YGR248W']
SOM1,['YEL059C-A']
SON1,['YDL020C']
SOO1,['YDL145C']
SOP1,['YPR032W']
SOP10,['YLR425W']
SOP4,['YJL192C']
SOR1,['YJR159W']
SOR2,['YDL246C']
SOS1,['YDL191W']
SOS2,['YDL136W']
SOV1,['YMR066W']
SOY1,['YBR194W']
SPA2,['YLL021W']
SPB1,['YCL054W']
SPB2,['YJL189W']
SPB4,['YFL002C']
SPB8,['YJL124C']
SPC1,['YJR010C-A']
SPC105,['YGL093W']
SPC110,['YDR356W']
SPC19,['YDR201W']
SPC2,['YML055W']
SPC24,['YMR117C']
SPC25,['YER018C']
SPC29,['YPL124W']
SPC3,['YLR066W']
SPC34,['YKR037C']
SPC42,['YKL042W']
SPC72,['YAL047C']
SPC97,['YHR172W']
SPC98,['YNL126W']
SPE1,['YKL184W']
SPE10,['YKL184W']
SPE161,['YCR009C']
SPE2,['YOL052C']
SPE3,['YPR069C']
SPE4,['YLR146C']
SPF1,['YEL031W']
SPG1,['YGR236C']
SPG3,['YDR504C']
SPG4,['YMR107W']
SPG5,['YMR191W']
SPH1,['YLR313C']
SPI1,['YER150W']
SPK1,['YPL153C']
SPL1,['YCL017C']
SPL2,['YHR136C']
SPM1,['YER027C']
SPM2,['YGL208W']
SPN1,['YPR133C']
SPO1,['YNL012W']
SPO11,['YHL022C']
SPO12,['YHR152W']
SPO13,['YHR014W']
SPO14,['YKR031C']
SPO15,['YKR001C']
SPO16,['YHR153C']
SPO19,['YPL130W']
SPO20,['YMR017W']
SPO21,['YOL091W']
SPO22,['YIL073C']
SPO23,['YBR250W']
SPO24,['YPR036W-A']
SPO3,['YHR184W']
SPO69,['YPR007C']
SPO7,['YAL009W']
SPO70,['YGR225W']
SPO71,['YDR104C']
SPO72,['YNL242W']
SPO73,['YER046W']
SPO74,['YGL170C']
SPO75,['YLL005C']
SPO77,['YLR341W']
SPO8,['YGL192W']
SPOT8,['YBR057C']
SPP1,['YPL138C']
SPP2,['YOR148C']
SPP381,['YBR152W']
SPP382,['YLR424W']
SPP41,['YDR464W']
SPP42,['YPR104C']
SPP43,['YDR028C']
SPP81,['YOR204W']
SPP91,['YJL203W']
SPP92,['YGR074W']
SPR1,['YOR190W']
SPR2,['YOR214C']
SPR28,['YDR218C']
SPR3,['YGR059W']
SPR6,['YER115C']
SPS1,['YDR523C']
SPS100,['YHR139C']
SPS101,['YGR088W']
SPS18,['YNL204C']
SPS19,['YNL202W']
SPS2,['YDR522C']
SPS22,['YCL048W']
SPS4,['YOR313C']
SPT1,['YOR038C']
SPT10,['YJL127C']
SPT11,['YDR225W']
SPT12,['YDR224C']
SPT13,['YOL051W']
SPT14,['YPL175W']
SPT15,['YER148W']
SPT16,['YGL207W']
SPT2,['YER161C']
SPT20,['YOL148C']
SPT21,['YMR179W']
SPT23,['YKL020C']
SPT3,['YDR392W']
SPT4,['YGR063C']
SPT5,['YML010W']
SPT6,['YGR116W']
SPT7,['YBR081C']
SPT8,['YLR055C']
SPX18,['YNL204C']
SPX19,['YNL202W']
SPY1,['YML055W']
SQS1,['YNL224C']
SQT1,['YIR012W']
SRA1,['YIL033C']
SRA3,['YJL164C']
SRA4,['YJL005W']
SRA5,['YOR360C']
SRB10,['YPL042C']
SRB11,['YNL025C']
SRB2,['YHR041C']
SRB4,['YER022W']
SRB5,['YGR104C']
SRB6,['YBR253W']
SRB7,['YDR308C']
SRB8,['YCR081W']
SRB9,['YDR443C']
SRC1,['YML034W']
SRC5,['YHR170W']
SRD1,['YCR018C']
SRD2,['YPL021W']
SRE1,['YLR372W']
SRF2,['YJR114W']
SRF3,['YGL069C']
SRF4,['YDL023C']
SRF5,['YOR041C']
SRF6,['YNL179C']
SRH1,['YPR088C']
SRI1,['YEL025C']
SRK1,['YDR293C']
SRL1,['YOR247W']
SRL2,['YLR082C']
SRL3,['YKR091W']
SRL4,['YPL033C']
SRM1,['YGL097W']
SRM12,['YPL254W']
SRM5,['YBR160W']
SRM8,['YJL076W']
SRN1,['YDR028C']
SRN10,['YLR119W']
SRN2,['YLR119W']
SRO1,['YBR200W']
SRO4,['YIL140W']
SRO6,['YFL005W']
SRO7,['YPR032W']
SRO77,['YBL106C']
SRO9,['YCL037C']
SRO99,['YDR515W']
SRP101,['YDR292C']
SRP102,['YKL154W']
SRP14,['YDL092W']
SRP2,['YOR010C']
SRP21,['YKL122C']
SRP3,['YPR010C']
SRP40,['YKR092C']
SRP54,['YPR088C']
SRP68,['YPL243W']
SRP72,['YPL210C']
SRR2,['YPR103W']
SRS2,['YJL092W']
SRT1,['YMR101C']
SRV2,['YNL138W']
SRX1,['YKL086W']
SRY1,['YKL218C']
SSA1,['YAL005C']
SSA2,['YLL024C']
SSA3,['YBL075C']
SSA4,['YER103W']
SSB2,['YNL209W']
SSBR1,['YHL034C']
SSC2,['YLR369W']
SSC3,['YEL030W']
SSD1,['YDR293C']
SSE1,['YPL106C']
SSE2,['YBR169C']
SSF2,['YDR312W']
SSF5,['YNL236W']
SSG1,['YOR190W']
SSH2,['YPL147W']
SSH4,['YKL124W']
SSH5,['YDR003W']
SSH6,['YBR005W']
SSI1,['YKL073W']
SSK1,['YLR006C']
SSK2,['YNR031C']
SSK22,['YCR073C']
SSK3,['YLR113W']
SSK4,['YJL128C']
SSL1,['YLR005W']
SSM2,['YGL135W']
SSM4,['YIL030C']
SSM5,['YIR011C']
SSN1,['YGL035C']
SSN2,['YDR443C']
SSN20,['YGR116W']
SSN3,['YPL042C']
SSN4,['YNL236W']
SSN5,['YCR081W']
SSN6,['YBR112C']
SSN7,['YBL093C']
SSN8,['YNL025C']
SSO1,['YPL232W']
SSO2,['YMR183C']
SSP1,['YHR184W']
SSP101,['YER020W']
SSP120,['YLR250W']
SSP2,['YOR242C']
SSP31,['YJL095W']
SSP32,['YOR231W']
SSP33,['YPL140C']
SSQ1,['YLR369W']
SSR1,['YLR390W-A']
SSS1,['YDR086C']
SSS2,['YGR192C']
SST1,['YIL015W']
SST2,['YLR452C']
SST3,['YGL024W']
SSU1,['YPL092W']
SSU2,['YJR090C']
SSU21,['YKL165C']
SSU71,['YGR186W']
SSU72,['YNL222W']
SSU73,['YGL070C']
SSU81,['YER118C']
SSV17,['YNR006W']
SSV7,['YDR069C']
SSX1,['YDR308C']
SSX2,['YBL093C']
SSX3,['YNL236W']
SSX4,['YGL151W']
SSX5,['YDR443C']
SSX7,['YPL042C']
SSY1,['YDR160W']
SSY2,['YDR463W']
SSY3,['YFR029W']
SSY5,['YJL156C']
SSZ1,['YHR064C']
STA3,['YNL283C']
STA4,['YIR019C']
STB1,['YNL309W']
STB2,['YMR053C']
STB3,['YDR169C']
STB4,['YMR019W']
STB5,['YHR178W']
STB6,['YKL072W']
STC1,['YKR089C']
STC2,['YOR081C']
STD1,['YOR047C']
STE11,['YLR362W']
STE12,['YHR084W']
STE13,['YOR219C']
STE14,['YDR410C']
STE16,['YDL090C']
STE18,['YJR086W']
STE2,['YFL026W']
STE20,['YHL007C']
STE21,['YDR335W']
STE22,['YPR122W']
STE23,['YLR389C']
STE24,['YJR117W']
STE3,['YKL178C']
STE4,['YOR212W']
STE5,['YDR103W']
STE50,['YCL032W']
STE6,['YKL209C']
STE7,['YDL159W']
STE8,['YLR442C']
STE9,['YDR227W']
STF1,['YDL130W-A']
STF2,['YGR008C']
STH1,['YIL126W']
STI1,['YOR027W']
STK1,['YKL198C']
STK2,['YJR059W']
STL1,['YDR536W']
STN1,['YDR082W']
STO1,['YMR125W']
STP1,['YDR463W']
STP2,['YHR006W']
STP22,['YCL008C']
STP3,['YLR375W']
STP4,['YDL048C']
STP52,['YDR002W']
STR1,['YAL012W']
STR2,['YJR130C']
STR3,['YGL184C']
STR4,['YGR155W']
STT1,['YBL105C']
STT10,['YGL095C']
STT3,['YGL022W']
STT4,['YLR305C']
STT8,['YLR240W']
STU1,['YBL034C']
STU2,['YLR045C']
STV1,['YMR054W']
SUA1,['YHR077C']
SUA5,['YGL169W']
SUA6,['YGR072W']
SUA7,['YPR086W']
SUA8,['YDL140C']
SUB1,['YMR039C']
SUB2,['YDL084W']
SUC2,['YIL162W']
SUD1,['YJL127C']
SUE1,['YPR151C']
SUF12,['YDR172W']
SUF13,['YOR298C-A']
SUF14,['YNL178W']
SUG1,['YGL048C']
SUG2,['YOR259C']
SUI1,['YNL244C']
SUI2,['YJR007W']
SUI3,['YPL237W']
SUI4,['YER025W']
SUI5,['YPR041W']
SUL2,['YLR092W']
SUM1,['YDR310C']
SUMO family protein SMT3,['YDR510W']
SUMO ligase CST9,['YLR394W']
SUMO ligase MMS21,['YEL019C']
SUMO ligase NFI1,['YOR156C']
SUMO ligase SIZ1,['YDR409W']
SUMO protease ULP1,['YPL020C']
SUMO protease ULP2,['YIL031W']
SUMO-targeted ubiquitin ligase complex subunit SLX5,['YDL013W']
SUMO-targeted ubiquitin ligase complex subunit SLX8,['YER116C']
SUN family protein NCA3,['YJL116C']
SUN family protein UTH1,['YKR042W']
SUN1,['YHR200W']
SUN2,['YER021W']
SUN4,['YNL066W']
SUP1,['YBR143C']
SUP110,['YPL254W']
SUP111,['YHR077C']
SUP112,['YGR072W']
SUP113,['YMR080C']
SUP138,['YGL123W']
SUP2,['YDR172W']
SUP35,['YDR172W']
SUP36,['YDR172W']
SUP38,['YGL123W']
SUP44,['YGL123W']
SUP45,['YBR143C']
SUP46,['YBR189W']
SUP47,['YBR143C']
SUP9,['YER155C']
SUR1,['YPL057C']
SUR2,['YDR297W']
SUR4,['YLR372W']
SUR7,['YML052W']
SUS1,['YBR111W-A']
SUV3,['YPL029W']
SVF1,['YDR346C']
SVL2,['YDR080W']
SVL3,['YPL032C']
SVL6,['YPL045W']
SVL7,['YFR019W']
SVP1,['YFR021W']
SVP26,['YHR181W']
SVS1,['YPL163C']
SWA2,['YDR320C']
SWA3,['YAL026C']
SWA5,['YGL206C']
SWC1,['YAL011W']
SWC2,['YDR485C']
SWC4,['YGR002C']
SWC5,['YBR231C']
SWC6,['YML041C']
SWC7,['YLR385C']
SWD1,['YAR003W']
SWD2,['YKL018W']
SWD3,['YBR175W']
SWE1,['YJL187C']
SWF1,['YDR126W']
SWF5,['YOR333C']
SWH1,['YAR042W']
SWH3,['YFR037C']
SWI/SNF catalytic subunit SNF2,['YOR290C']
SWI1,['YPL016W']
SWI10,['YBR289W']
SWI2,['YOR290C']
SWI3,['YJL176C']
SWI4,['YER111C']
SWI5,['YDR146C']
SWI6,['YLR182W']
SWI7,['YDR176W']
SWI8,['YDR448W']
SWI9,['YGR252W']
SWM1,['YDR260C']
SWM2,['YNR004W']
SWP1,['YMR149W']
SWP29,['YPL129W']
SWP59,['YMR033W']
SWP61,['YPR034W']
SWP73,['YNR023W']
SWP82,['YFL049W']
SWR1,['YDR334W']
SWS1,['YDR290W']
SWS2,['YNL081C']
SWT1,['YOR166C']
SWT21,['YNL187W']
SXM1,['YDR395W']
SYC1,['YOR179C']
SYF1,['YDR416W']
SYF2,['YGR129W']
SYF3,['YLR117C']
SYG1,['YIL047C']
SYH1,['YPL105C']
SYM1,['YLR251W']
SYN8,['YAL014C']
SYO1,['YDL063C']
SYP1,['YCR030C']
SYR1,['YLR056W']
SYR2,['YDR297W']
SYR4,['YDR072C']
SYS1,['YJL004C']
SYS3,['YLR309C']
SYT1,['YPR095C']
Sar family guanine nucleotide exchange factor SEC12,['YNR026C']
Sec63 complex subunit SEC62,['YPL094C']
Sec63 complex subunit SEC66,['YBR171W']
Sec63 complex subunit SEC72,['YLR292C']
SerRS,['YDR023W']
Signal recognition particle receptor subunit alpha,['YDR292C']
Signal recognition particle receptor subunit beta,['YKL154W']
Sm B,['YER029C']
Sm D2,['YLR275W']
Sm D3,['YLR147C']
Sm E,['YOR159C']
Sm F,['YPR182W']
Sm G,['YFL017W-A']
Sm-like protein LSM2,['YBL026W']
Sm-like protein LSM7,['YNL147W']
SmB,['YER029C']
SmE,['YOR159C']
SmF,['YPR182W']
SmG,['YFL017W-A']
Smc5-Smc6 complex subunit KRE29,['YER038C']
Smc5-Smc6 complex subunit NSE1,['YLR007W']
Smc5-Smc6 complex subunit NSE3,['YDR288W']
Smc5-Smc6 complex subunit NSE4,['YDL105W']
Smc5-Smc6 complex subunit NSE5,['YML023C']
TAD1,['YGL243W']
TAD2,['YJL035C']
TAD3,['YLR316C']
TAE1,['YBR261C']
TAE2,['YPL009C']
TAE3,['YIL137C']
TAE4,['YPL183W-A']
TAF10,['YDR167W']
TAF11,['YML015C']
TAF12,['YDR145W']
TAF13,['YML098W']
TAF130,['YGR274C']
TAF14,['YPL129W']
TAF145,['YGR274C']
TAF150,['YCR042C']
TAF17,['YMR236W']
TAF19,['YML098W']
TAF2,['YCR042C']
TAF23,['YDR167W']
TAF25,['YDR167W']
TAF3,['YPL011C']
TAF30,['YPL129W']
TAF4,['YMR005W']
TAF40,['YML015C']
TAF47,['YPL011C']
TAF48,['YMR005W']
TAF5,['YBR198C']
TAF6,['YGL112C']
TAF60,['YGL112C']
TAF61,['YDR145W']
TAF65,['YML114C']
TAF67,['YMR227C']
TAF68,['YDR145W']
TAF7,['YMR227C']
TAF8,['YML114C']
TAF9,['YMR236W']
TAF90,['YBR198C']
TAG1,['YLR173W']
TAH1,['YCR060W']
TAH11,['YJR046W']
TAH18,['YPR048W']
TAK1,['YFL033C']
TAL1,['YLR354C']
TAM41,['YGR046W']
TAN1,['YGL232W']
TAO3,['YIL129C']
TAP2,['YOL020W']
TAP42,['YMR028W']
TAR1,['YLR154W-C']
TAS1,['YOR244W']
TAT1,['YBR069C']
TAT2,['YOL020W']
TATA-binding protein,['YER148W']
TATA-binding protein-associated factor TAF11,['YML015C']
TATA-binding protein-associated factor TAF14,['YPL129W']
TATA-binding protein-associated factor TAF6,['YGL112C']
TATA-binding protein-associated factor TAF7,['YMR227C']
TAX4,['YJL083W']
TAZ1,['YPR140W']
TBA1,['YNL216W']
TBF1,['YPL128C']
TBP,['YER148W']
TBP1,['YER148W']
TBS1,['YBR150C']
TCA17,['YEL048C']
TCB1,['YOR086C']
TCB2,['YNL087W']
TCB3,['YML072C']
TCD1,['YHR003C']
TCD2,['YKL027W']
TCM1,['YOR063W']
TCM10,['YDR350C']
TCM62,['YBR044C']
TCN1,['YNL027W']
TCO89,['YPL180W']
TCP1,['YDR212W']
TCP2,['YIL142W']
TCP20,['YDR188W']
TCP3,['YJL014W']
TCP4,['YDL143W']
TCP5,['YJR064W']
TCP6,['YDR188W']
TCP7,['YJL111W']
TCS3,['YDR027C']
TDA1,['YMR291W']
TDA10,['YGR205W']
TDA11,['YHR159W']
TDA2,['YER071C']
TDA3,['YHR009C']
TDA4,['YJR116W']
TDA5,['YLR426W']
TDA6,['YPR157W']
TDA7,['YNL176C']
TDA8,['YAL064C-A']
TDA9,['YML081W']
TDH1,['YJL052W']
TDH2,['YJR009C']
TDH3,['YGR192C']
TDP1,['YBR223C']
TDS22,['YGL035C']
TDS4,['YGR246C']
TEA1,['YOR337W']
TEC1,['YBR083W']
TED1,['YIL039W']
TEF1,['YPR080W']
TEF2,['YBR118W']
TEF4,['YKL081W']
TEF5,['YAL003W']
TEL1,['YBL088C']
TEL2,['YGR099W']
TEM1,['YML064C']
TEN1,['YLR010C']
TEP1,['YNL128W']
TERT,['YLR318W']
TES1,['YJR019C']
TFA1,['YKL028W']
TFA2,['YKR062W']
TFB1,['YDR311W']
TFB2,['YPL122C']
TFB3,['YDR460W']
TFB4,['YPR056W']
TFB5,['YDR079C-A']
TFB6,['YOR352W']
TFC1,['YBR123C']
TFC2,['YPR186C']
TFC3,['YAL001C']
TFC4,['YGR047C']
TFC5,['YNL039W']
TFC6,['YDR362C']
TFC8,['YPL007C']
TFG1,['YGR186W']
TFG2,['YGR005C']
TFG3,['YPL129W']
TFIIB,['YPR086W']
TFIIH complex kinase subunit CCL1,['YPR025C']
TFIIH complex serine/threonine-protein kinase subunit KIN28,['YDL108W']
TFIIH complex subunit TFB5,['YDR079C-A']
TFIIH complex subunit TFB6,['YOR352W']
TFIIH/NER complex ATP-dependent 5'-3' DNA helicase subunit RAD3,['YER171W']
TFIIH/NER complex ATPase/helicase subunit SSL2,['YIL143C']
TFIIH/NER complex subunit SSL1,['YLR005W']
TFIIH/NER complex subunit TFB1,['YDR311W']
TFIIH/NER complex subunit TFB2,['YPL122C']
TFIIH/NER complex subunit TFB3,['YDR460W']
TFIIH/NER complex subunit TFB4,['YPR056W']
TFIIIB70,['YGR246C']
TFIIIB90,['YNL039W']
TFIIS,['YGL043W']
TFP1,['YDL185W']
TFP3,['YPL234C']
TFS1,['YLR178C']
TGL1,['YKL140W']
TGL2,['YDR058C']
TGL3,['YMR313C']
TGL4,['YKR089C']
TGL5,['YOR081C']
TGS1,['YPL157W']
THE1,['YOR127W']
THG1,['YGR024C']
THI1,['YMR108W']
THI10,['YLR237W']
THI11,['YJR156C']
THI12,['YNL332W']
THI13,['YDL244W']
THI2,['YBR240C']
THI20,['YOL055C']
THI21,['YPL258C']
THI22,['YPR121W']
THI3,['YDL080C']
THI4,['YGR144W']
THI5,['YFL058W']
THI6,['YPL214C']
THI7,['YLR237W']
THI71,['YOR071C']
THI72,['YOR192C']
THI73,['YLR004C']
THI74,['YDR438W']
THI80,['YOR143C']
THO1,['YER063W']
THO2,['YNL139C']
THP1,['YOL072W']
THP2,['YHR167W']
THP3,['YPR045C']
THR1,['YHR025W']
THR2,['YDR158W']
THR3,['YER052C']
THR4,['YCR053W']
THR6,['YJR139C']
THS1,['YIL078W']
TID1,['YBR073W']
TID2,['YLR127C']
TID3,['YIL144W']
TID4,['YOR191W']
TIE1,['YDR325W']
TIF1,['YKR059W']
TIF11,['YMR260C']
TIF2,['YJL138C']
TIF3,['YPR163C']
TIF31,['YMR012W']
TIF32,['YBR079C']
TIF34,['YMR146C']
TIF35,['YDR429C']
TIF45,['YOL139C']
TIF4631,['YGR162W']
TIF4632,['YGL049C']
TIF5,['YPR041W']
TIF51A,['YEL034W']
TIF51B,['YJR047C']
TIF6,['YPR016C']
TIH1,['YDR190C']
TIH2,['YPL235W']
TIL1,['YGL013C']
TIM10,['YHR005C-A']
TIM11,['YDR322C-A']
TIM12,['YBR091C']
TIM13,['YGR181W']
TIM14,['YLR008C']
TIM15,['YNL310C']
TIM16,['YJL104W']
TIM17,['YJL143W']
TIM18,['YOR297C']
TIM21,['YGR033C']
TIM22,['YDL217C']
TIM23,['YNR017W']
TIM40,['YKL195W']
TIM44,['YIL022W']
TIM50,['YPL063W']
TIM54,['YJL054W']
TIM8,['YJR135W-A']
TIM9,['YEL020W-A']
TIP20,['YGL145W']
TIP41,['YPR040W']
TIP48,['YPL235W']
TIP49,['YDR190C']
TIP49A,['YDR190C']
TIP49B,['YPL235W']
TIR1,['YER011W']
TIR2,['YOR010C']
TIR3,['YIL011W']
TIR4,['YOR009W']
TIS11,['YLR136C']
TKL1,['YPR074C']
TKL2,['YBR117C']
TLG1,['YDR468C']
TLG2,['YOL018C']
TMA10,['YLR327C']
TMA108,['YIL137C']
TMA16,['YOR252W']
TMA17,['YDL110C']
TMA19,['YKL056C']
TMA20,['YER007C-A']
TMA22,['YJR014W']
TMA23,['YMR269W']
TMA24,['YOL111C']
TMA29,['YMR226C']
TMA46,['YOR091W']
TMA64,['YDR117C']
TMA7,['YLR262C-A']
TMC1,['YOR052C']
TMH11,['YJR085C']
TMH18,['YPR098C']
TML25,['YLR118C']
TMN1,['YLR083C']
TMN2,['YDR107C']
TMN3,['YER113C']
TMP1,['YOR074C']
TMP3,['YBR263W']
TMR4,['YGL190C']
TMS1,['YDR105C']
TMT1,['YER175C']
TNA1,['YGR260W']
TNT1,['YER168C']
TOA1,['YOR194C']
TOA2,['YKL058W']
TOB38,['YHR083W']
TOB55,['YNL026W']
TOD6,['YBL054W']
TOF1,['YNL273W']
TOF2,['YKR010C']
TOG1,['YER184C']
TOH1,['YJL171C']
TOK1,['YJL093C']
TOM1,['YDR457W']
TOM13,['YOL026C']
TOM20,['YGR082W']
TOM22,['YNL131W']
TOM34,['YNL004W']
TOM37,['YMR060C']
TOM38,['YHR083W']
TOM40,['YMR203W']
TOM5,['YPR133W-A']
TOM6,['YOR045W']
TOM7,['YNL070W']
TOM70,['YNL121C']
TOM71,['YHR117W']
TOM72,['YHR117W']
TOP1,['YOL006C']
TOP2,['YNL088W']
TOP3,['YLR234W']
TOR complex subunit LST8,['YNL006W']
TOR1,['YJR066W']
