Systematic Name,Standard Name,protein_domain,Domain Description,Start Coordinate,End Coordinate,term_link,gene_link
YIL040W,APQ12,PF12716,"Nuclear pore assembly and biogenesis; Nuclear pore assembly and biogenesis protein, APQ12",38,83,<a href='https://pfam.xfam.org/family/PF12716' target='_blank'>PF12716</a>,<a href='https://www.yeastgenome.org/locus/YIL040W/protein' target='_blank'>YIL040W</a>
YIL039W,TED1,PF00149,"Calcineurin-like phosphoesterase; Calcineurin-like phosphoesterase domain, ApaH type",81,382,<a href='https://pfam.xfam.org/family/PF00149' target='_blank'>PF00149</a>,<a href='https://www.yeastgenome.org/locus/YIL039W/protein' target='_blank'>YIL039W</a>
YIL038C,NOT3,PF04065,"Not1 N-terminal domain, CCR4-Not complex component; CCR4-Not complex component, Not N-terminal domain",3,233,<a href='https://pfam.xfam.org/family/PF04065' target='_blank'>PF04065</a>,<a href='https://www.yeastgenome.org/locus/YIL038C/protein' target='_blank'>YIL038C</a>
YIL038C,NOT3,PF04153,"NOT2 / NOT3 / NOT5 family; NOT2/NOT3/NOT5, C-terminal",689,784,<a href='https://pfam.xfam.org/family/PF04153' target='_blank'>PF04153</a>,<a href='https://www.yeastgenome.org/locus/YIL038C/protein' target='_blank'>YIL038C</a>
YIL036W,CST6,PF00170,bZIP transcription factor; Basic-leucine zipper domain,425,483,<a href='https://pfam.xfam.org/family/PF00170' target='_blank'>PF00170</a>,<a href='https://www.yeastgenome.org/locus/YIL036W/protein' target='_blank'>YIL036W</a>
YIL035C,CKA1,PF00069,Protein kinase domain; Protein kinase domain,128,363,<a href='https://pfam.xfam.org/family/PF00069' target='_blank'>PF00069</a>,<a href='https://www.yeastgenome.org/locus/YIL035C/protein' target='_blank'>YIL035C</a>
YIL034C,CAP2,PF01115,"F-actin capping protein, beta subunit; F-actin-capping protein subunit beta",6,256,<a href='https://pfam.xfam.org/family/PF01115' target='_blank'>PF01115</a>,<a href='https://www.yeastgenome.org/locus/YIL034C/protein' target='_blank'>YIL034C</a>
YIL033C,BCY1,PF00027,Cyclic nucleotide-binding domain; Cyclic nucleotide-binding domain,203,282,<a href='https://pfam.xfam.org/family/PF00027' target='_blank'>PF00027</a>,<a href='https://www.yeastgenome.org/locus/YIL033C/protein' target='_blank'>YIL033C</a>
YIL033C,BCY1,PF00027,Cyclic nucleotide-binding domain; Cyclic nucleotide-binding domain,322,401,<a href='https://pfam.xfam.org/family/PF00027' target='_blank'>PF00027</a>,<a href='https://www.yeastgenome.org/locus/YIL033C/protein' target='_blank'>YIL033C</a>
YIL033C,BCY1,PF02197,"Regulatory subunit of type II PKA R-subunit; cAMP-dependent protein kinase regulatory subunit, dimerization-anchoring domain",8,45,<a href='https://pfam.xfam.org/family/PF02197' target='_blank'>PF02197</a>,<a href='https://www.yeastgenome.org/locus/YIL033C/protein' target='_blank'>YIL033C</a>
YIL031W,ULP2,PF02902,"Ulp1 protease family, C-terminal catalytic domain; Ulp1 protease family, C-terminal catalytic domain",456,674,<a href='https://pfam.xfam.org/family/PF02902' target='_blank'>PF02902</a>,<a href='https://www.yeastgenome.org/locus/YIL031W/protein' target='_blank'>YIL031W</a>
YIL030C,SSM4,PF12906,"RING-variant domain; Zinc finger, RING-CH-type",39,93,<a href='https://pfam.xfam.org/family/PF12906' target='_blank'>PF12906</a>,<a href='https://www.yeastgenome.org/locus/YIL030C/protein' target='_blank'>YIL030C</a>
YIL029C,EMA17,PF15701,Domain of unknown function (DUF4668); Protein of unknown function DUF4668,1,122,<a href='https://pfam.xfam.org/family/PF15701' target='_blank'>PF15701</a>,<a href='https://www.yeastgenome.org/locus/YIL029C/protein' target='_blank'>YIL029C</a>
YIL027C,EMC5,PF10270,Membrane magnesium transporter; Magnesium transporter,9,127,<a href='https://pfam.xfam.org/family/PF10270' target='_blank'>PF10270</a>,<a href='https://www.yeastgenome.org/locus/YIL027C/protein' target='_blank'>YIL027C</a>
YIL026C,IRR1,PF08514,STAG domain; STAG,226,343,<a href='https://pfam.xfam.org/family/PF08514' target='_blank'>PF08514</a>,<a href='https://www.yeastgenome.org/locus/YIL026C/protein' target='_blank'>YIL026C</a>
YIL024C, ,PF16561,"Glycogen recognition site of AMP-activated protein kinase; AMP-activated protein kinase, glycogen-binding domain",16,96,<a href='https://pfam.xfam.org/family/PF16561' target='_blank'>PF16561</a>,<a href='https://www.yeastgenome.org/locus/YIL024C/protein' target='_blank'>YIL024C</a>
YIL023C,YKE4,PF02535,ZIP Zinc transporter; Zinc/iron permease,162,343,<a href='https://pfam.xfam.org/family/PF02535' target='_blank'>PF02535</a>,<a href='https://www.yeastgenome.org/locus/YIL023C/protein' target='_blank'>YIL023C</a>
YIL022W,TIM44,PF04280,Tim44-like domain; Tim44-like domain,271,422,<a href='https://pfam.xfam.org/family/PF04280' target='_blank'>PF04280</a>,<a href='https://www.yeastgenome.org/locus/YIL022W/protein' target='_blank'>YIL022W</a>
YIL021W,RPB3,PF01000,"RNA polymerase Rpb3/RpoA insert domain; DNA-directed RNA polymerase, insert domain",49,170,<a href='https://pfam.xfam.org/family/PF01000' target='_blank'>PF01000</a>,<a href='https://www.yeastgenome.org/locus/YIL021W/protein' target='_blank'>YIL021W</a>
YIL021W,RPB3,PF01193,"RNA polymerase Rpb3/Rpb11 dimerisation domain; DNA-directed RNA polymerase, RpoA/D/Rpb3-type",20,254,<a href='https://pfam.xfam.org/family/PF01193' target='_blank'>PF01193</a>,<a href='https://www.yeastgenome.org/locus/YIL021W/protein' target='_blank'>YIL021W</a>
YIL020C,HIS6,PF00977,Histidine biosynthesis protein; Histidine biosynthesis protein,5,240,<a href='https://pfam.xfam.org/family/PF00977' target='_blank'>PF00977</a>,<a href='https://www.yeastgenome.org/locus/YIL020C/protein' target='_blank'>YIL020C</a>
YIL018W,RPL2B,PF03947,"Ribosomal Proteins L2, C-terminal domain; Ribosomal protein L2, C-terminal",98,223,<a href='https://pfam.xfam.org/family/PF03947' target='_blank'>PF03947</a>,<a href='https://www.yeastgenome.org/locus/YIL018W/protein' target='_blank'>YIL018W</a>
YIL018W,RPL2B,PF00181,"Ribosomal Proteins L2, RNA binding domain; Ribosomal Proteins L2, RNA binding domain",14,89,<a href='https://pfam.xfam.org/family/PF00181' target='_blank'>PF00181</a>,<a href='https://www.yeastgenome.org/locus/YIL018W/protein' target='_blank'>YIL018W</a>
YIL016W,SNL1,PF02179,BAG domain; BAG domain,74,157,<a href='https://pfam.xfam.org/family/PF02179' target='_blank'>PF02179</a>,<a href='https://www.yeastgenome.org/locus/YIL016W/protein' target='_blank'>YIL016W</a>
YIL015W,BAR1,PF00026,Eukaryotic aspartyl protease; Peptidase family A1 domain,45,395,<a href='https://pfam.xfam.org/family/PF00026' target='_blank'>PF00026</a>,<a href='https://www.yeastgenome.org/locus/YIL015W/protein' target='_blank'>YIL015W</a>
YIL014W,MNT3,PF11051,Mannosyltransferase putative; Alpha-mannosyltransferase,234,514,<a href='https://pfam.xfam.org/family/PF11051' target='_blank'>PF11051</a>,<a href='https://www.yeastgenome.org/locus/YIL014W/protein' target='_blank'>YIL014W</a>
YIL013C,PDR11,PF19055,ABC-2 type transporter; ABC transporter family G domain,935,994,<a href='https://pfam.xfam.org/family/PF19055' target='_blank'>PF19055</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL013C,PDR11,PF00005,ABC transporter; ABC transporter-like,50,199,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL013C,PDR11,PF00005,ABC transporter; ABC transporter-like,777,906,<a href='https://pfam.xfam.org/family/PF00005' target='_blank'>PF00005</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL013C,PDR11,PF01061,ABC-2 type transporter; ABC-2 type transporter,365,575,<a href='https://pfam.xfam.org/family/PF01061' target='_blank'>PF01061</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL013C,PDR11,PF01061,ABC-2 type transporter; ABC-2 type transporter,1072,1282,<a href='https://pfam.xfam.org/family/PF01061' target='_blank'>PF01061</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL013C,PDR11,PF06422,CDR ABC transporter; CDR ABC transporter,587,658,<a href='https://pfam.xfam.org/family/PF06422' target='_blank'>PF06422</a>,<a href='https://www.yeastgenome.org/locus/YIL013C/protein' target='_blank'>YIL013C</a>
YIL011W,TIR3,PF00660,Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1,21,115,<a href='https://pfam.xfam.org/family/PF00660' target='_blank'>PF00660</a>,<a href='https://www.yeastgenome.org/locus/YIL011W/protein' target='_blank'>YIL011W</a>
YIL010W,DOT5,PF00578,AhpC/TSA family; Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,65,185,<a href='https://pfam.xfam.org/family/PF00578' target='_blank'>PF00578</a>,<a href='https://www.yeastgenome.org/locus/YIL010W/protein' target='_blank'>YIL010W</a>
YIL009C-A,EST3,PF10341,"Shelterin complex subunit, TPP1/ACD; Shelterin complex subunit TPP1/Est3",20,143,<a href='https://pfam.xfam.org/family/PF10341' target='_blank'>PF10341</a>,<a href='https://www.yeastgenome.org/locus/YIL009C-A/protein' target='_blank'>YIL009C-A</a>
YIL009W,FAA3,PF00501,AMP-binding enzyme; AMP-dependent synthetase/ligase,86,556,<a href='https://pfam.xfam.org/family/PF00501' target='_blank'>PF00501</a>,<a href='https://www.yeastgenome.org/locus/YIL009W/protein' target='_blank'>YIL009W</a>
YIL008W,URM1,PF09138,Urm1 (Ubiquitin related modifier); Ubiquitin-related modifier 1,3,99,<a href='https://pfam.xfam.org/family/PF09138' target='_blank'>PF09138</a>,<a href='https://www.yeastgenome.org/locus/YIL008W/protein' target='_blank'>YIL008W</a>
YIL007C,NAS2,PF18265,"Nas2 N_terminal domain; Nas2, N-terminal",31,109,<a href='https://pfam.xfam.org/family/PF18265' target='_blank'>PF18265</a>,<a href='https://www.yeastgenome.org/locus/YIL007C/protein' target='_blank'>YIL007C</a>
YIL007C,NAS2,PF00595,PDZ domain; PDZ domain,105,189,<a href='https://pfam.xfam.org/family/PF00595' target='_blank'>PF00595</a>,<a href='https://www.yeastgenome.org/locus/YIL007C/protein' target='_blank'>YIL007C</a>
YIL006W,YIA6,PF00153,Mitochondrial carrier protein; Mitochondrial substrate/solute carrier,80,168,<a href='https://pfam.xfam.org/family/PF00153' target='_blank'>PF00153</a>,<a href='https://www.yeastgenome.org/locus/YIL006W/protein' target='_blank'>YIL006W</a>
YIL006W,YIA6,PF00153,Mitochondrial carrier protein; Mitochondrial substrate/solute carrier,175,264,<a href='https://pfam.xfam.org/family/PF00153' target='_blank'>PF00153</a>,<a href='https://www.yeastgenome.org/locus/YIL006W/protein' target='_blank'>YIL006W</a>
YIL006W,YIA6,PF00153,Mitochondrial carrier protein; Mitochondrial substrate/solute carrier,276,366,<a href='https://pfam.xfam.org/family/PF00153' target='_blank'>PF00153</a>,<a href='https://www.yeastgenome.org/locus/YIL006W/protein' target='_blank'>YIL006W</a>
YIL005W,EPS1,PF00085,Thioredoxin; Thioredoxin domain,36,138,<a href='https://pfam.xfam.org/family/PF00085' target='_blank'>PF00085</a>,<a href='https://www.yeastgenome.org/locus/YIL005W/protein' target='_blank'>YIL005W</a>
YIL003W,CFD1,PF10609,NUBPL iron-transfer P-loop NTPase; Flagellum site-determining protein YlxH/ Fe-S cluster assembling factor NBP35,16,271,<a href='https://pfam.xfam.org/family/PF10609' target='_blank'>PF10609</a>,<a href='https://www.yeastgenome.org/locus/YIL003W/protein' target='_blank'>YIL003W</a>
YIL002C,INP51,PF02383,SacI homology domain; SAC domain,71,367,<a href='https://pfam.xfam.org/family/PF02383' target='_blank'>PF02383</a>,<a href='https://www.yeastgenome.org/locus/YIL002C/protein' target='_blank'>YIL002C</a>
YIL002C,INP51,PF03372,Endonuclease/Exonuclease/phosphatase family; Endonuclease/exonuclease/phosphatase,532,813,<a href='https://pfam.xfam.org/family/PF03372' target='_blank'>PF03372</a>,<a href='https://www.yeastgenome.org/locus/YIL002C/protein' target='_blank'>YIL002C</a>
YIL001W, ,PF00651,BTB/POZ domain; BTB/POZ domain,123,207,<a href='https://pfam.xfam.org/family/PF00651' target='_blank'>PF00651</a>,<a href='https://www.yeastgenome.org/locus/YIL001W/protein' target='_blank'>YIL001W</a>
YIL001W, ,PF00651,BTB/POZ domain; BTB/POZ domain,266,389,<a href='https://pfam.xfam.org/family/PF00651' target='_blank'>PF00651</a>,<a href='https://www.yeastgenome.org/locus/YIL001W/protein' target='_blank'>YIL001W</a>
YIL001W, ,PF13637,Ankyrin repeats (many copies),19,62,<a href='https://pfam.xfam.org/family/PF13637' target='_blank'>PF13637</a>,<a href='https://www.yeastgenome.org/locus/YIL001W/protein' target='_blank'>YIL001W</a>
YIR001C,SGN1,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain",66,134,<a href='https://pfam.xfam.org/family/PF00076' target='_blank'>PF00076</a>,<a href='https://www.yeastgenome.org/locus/YIR001C/protein' target='_blank'>YIR001C</a>
YIR002C,MPH1,PF00271,"Helicase conserved C-terminal domain; Helicase, C-terminal",542,611,<a href='https://pfam.xfam.org/family/PF00271' target='_blank'>PF00271</a>,<a href='https://www.yeastgenome.org/locus/YIR002C/protein' target='_blank'>YIR002C</a>
YIR002C,MPH1,PF04851,"Type III restriction enzyme, res subunit; Helicase/UvrB, N-terminal",88,244,<a href='https://pfam.xfam.org/family/PF04851' target='_blank'>PF04851</a>,<a href='https://www.yeastgenome.org/locus/YIR002C/protein' target='_blank'>YIR002C</a>
YIR003W,AIM21,PF11489,Altered inheritance of mitochondria protein 21; Altered inheritance of mitochondria protein 21,156,539,<a href='https://pfam.xfam.org/family/PF11489' target='_blank'>PF11489</a>,<a href='https://www.yeastgenome.org/locus/YIR003W/protein' target='_blank'>YIR003W</a>
YIR004W,DJP1,PF00226,DnaJ domain; DnaJ domain,6,68,<a href='https://pfam.xfam.org/family/PF00226' target='_blank'>PF00226</a>,<a href='https://www.yeastgenome.org/locus/YIR004W/protein' target='_blank'>YIR004W</a>
YIR004W,DJP1,PF14308,"X-domain of DnaJ-containing; DNAJ-containing protein, X-domain",205,422,<a href='https://pfam.xfam.org/family/PF14308' target='_blank'>PF14308</a>,<a href='https://www.yeastgenome.org/locus/YIR004W/protein' target='_blank'>YIR004W</a>
YIR005W,IST3,PF00076,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain); RNA recognition motif domain",33,103,<a href='https://pfam.xfam.org/family/PF00076' target='_blank'>PF00076</a>,<a href='https://www.yeastgenome.org/locus/YIR005W/protein' target='_blank'>YIR005W</a>
YIR006C,PAN1,PF08226,Domain of unknown function (DUF1720); Domain of unknown function DUF1720,385,453,<a href='https://pfam.xfam.org/family/PF08226' target='_blank'>PF08226</a>,<a href='https://www.yeastgenome.org/locus/YIR006C/protein' target='_blank'>YIR006C</a>
YIR006C,PAN1,PF08226,Domain of unknown function (DUF1720); Domain of unknown function DUF1720,422,482,<a href='https://pfam.xfam.org/family/PF08226' target='_blank'>PF08226</a>,<a href='https://www.yeastgenome.org/locus/YIR006C/protein' target='_blank'>YIR006C</a>
YIR006C,PAN1,PF08226,Domain of unknown function (DUF1720); Domain of unknown function DUF1720,468,525,<a href='https://pfam.xfam.org/family/PF08226' target='_blank'>PF08226</a>,<a href='https://www.yeastgenome.org/locus/YIR006C/protein' target='_blank'>YIR006C</a>
YIR006C,PAN1,PF12763,Cytoskeletal-regulatory complex EF hand; EH domain,269,347,<a href='https://pfam.xfam.org/family/PF12763' target='_blank'>PF12763</a>,<a href='https://www.yeastgenome.org/locus/YIR006C/protein' target='_blank'>YIR006C</a>
YIR006C,PAN1,PF12763,Cytoskeletal-regulatory complex EF hand; EH domain,595,690,<a href='https://pfam.xfam.org/family/PF12763' target='_blank'>PF12763</a>,<a href='https://www.yeastgenome.org/locus/YIR006C/protein' target='_blank'>YIR006C</a>
YIR007W,EGH1,PF18564,Glycoside hydrolase family 5 C-terminal domain; Glycoside hydrolase family 5 C-terminal domain,654,736,<a href='https://pfam.xfam.org/family/PF18564' target='_blank'>PF18564</a>,<a href='https://www.yeastgenome.org/locus/YIR007W/protein' target='_blank'>YIR007W</a>
YIR007W,EGH1,PF00150,"Cellulase (glycosyl hydrolase family 5); Glycoside hydrolase, family 5",69,268,<a href='https://pfam.xfam.org/family/PF00150' target='_blank'>PF00150</a>,<a href='https://www.yeastgenome.org/locus/YIR007W/protein' target='_blank'>YIR007W</a>
YIR008C,PRI1,PF01896,"DNA primase small subunit; DNA primase, small subunit",110,343,<a href='https://pfam.xfam.org/family/PF01896' target='_blank'>PF01896</a>,<a href='https://www.yeastgenome.org/locus/YIR008C/protein' target='_blank'>YIR008C</a>
YIR009W,MSL1,PF13893,"RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)",28,107,<a href='https://pfam.xfam.org/family/PF13893' target='_blank'>PF13893</a>,<a href='https://www.yeastgenome.org/locus/YIR009W/protein' target='_blank'>YIR009W</a>
YIR010W,DSN1,PF08202,Mis12-Mtw1 protein family; Kinetochore-associated protein Dsn1/Mis13,224,572,<a href='https://pfam.xfam.org/family/PF08202' target='_blank'>PF08202</a>,<a href='https://www.yeastgenome.org/locus/YIR010W/protein' target='_blank'>YIR010W</a>
YIR011C,STS1,PF08559,"Cut8, nuclear proteasome tether protein; Tethering factor for nuclear proteasome Cut8/Sts1",36,274,<a href='https://pfam.xfam.org/family/PF08559' target='_blank'>PF08559</a>,<a href='https://www.yeastgenome.org/locus/YIR011C/protein' target='_blank'>YIR011C</a>
YIR013C,GAT4,PF00320,"GATA zinc finger; Zinc finger, GATA-type",53,86,<a href='https://pfam.xfam.org/family/PF00320' target='_blank'>PF00320</a>,<a href='https://www.yeastgenome.org/locus/YIR013C/protein' target='_blank'>YIR013C</a>
YIR015W,RPR2,PF04032,"RNAse P Rpr2/Rpp21/SNM1 subunit domain; RNAse P, Rpr2/Rpp21 subunit",36,98,<a href='https://pfam.xfam.org/family/PF04032' target='_blank'>PF04032</a>,<a href='https://www.yeastgenome.org/locus/YIR015W/protein' target='_blank'>YIR015W</a>
YIR017C,MET28,PF07716,Basic region leucine zipper; Basic-leucine zipper domain,105,157,<a href='https://pfam.xfam.org/family/PF07716' target='_blank'>PF07716</a>,<a href='https://www.yeastgenome.org/locus/YIR017C/protein' target='_blank'>YIR017C</a>
YIR019C,FLO11,PF10182,Flo11 domain; Flocculin 11 domain,43,193,<a href='https://pfam.xfam.org/family/PF10182' target='_blank'>PF10182</a>,<a href='https://www.yeastgenome.org/locus/YIR019C/protein' target='_blank'>YIR019C</a>
YIR021W,MRS1,PF09159,"Mitochondrial resolvase Ydc2 / RNA splicing MRS1; Mitochondrial resolvase Ydc2, catalytic",11,356,<a href='https://pfam.xfam.org/family/PF09159' target='_blank'>PF09159</a>,<a href='https://www.yeastgenome.org/locus/YIR021W/protein' target='_blank'>YIR021W</a>
YIR022W,SEC11,PF00717,Peptidase S24-like; Peptidase S24/S26A/S26B/S26C,30,129,<a href='https://pfam.xfam.org/family/PF00717' target='_blank'>PF00717</a>,<a href='https://www.yeastgenome.org/locus/YIR022W/protein' target='_blank'>YIR022W</a>
YIR023W,DAL81,PF00172,Fungal Zn(2)-Cys(6) binuclear cluster domain; Zn(2)-C6 fungal-type DNA-binding domain,149,182,<a href='https://pfam.xfam.org/family/PF00172' target='_blank'>PF00172</a>,<a href='https://www.yeastgenome.org/locus/YIR023W/protein' target='_blank'>YIR023W</a>
YIR023W,DAL81,PF04082,"Fungal specific transcription factor domain; Transcription factor domain, fungi",321,596,<a href='https://pfam.xfam.org/family/PF04082' target='_blank'>PF04082</a>,<a href='https://www.yeastgenome.org/locus/YIR023W/protein' target='_blank'>YIR023W</a>
YIR025W,MND2,PF05841,Apc15p protein; Anaphase-promoting complex subunit  15/mnd2,8,140,<a href='https://pfam.xfam.org/family/PF05841' target='_blank'>PF05841</a>,<a href='https://www.yeastgenome.org/locus/YIR025W/protein' target='_blank'>YIR025W</a>
YIR026C,YVH1,PF00782,"Dual specificity phosphatase, catalytic domain; Dual specificity phosphatase, catalytic domain",31,169,<a href='https://pfam.xfam.org/family/PF00782' target='_blank'>PF00782</a>,<a href='https://www.yeastgenome.org/locus/YIR026C/protein' target='_blank'>YIR026C</a>
YIR027C,DAL1,PF01979,Amidohydrolase family; Amidohydrolase-related,61,439,<a href='https://pfam.xfam.org/family/PF01979' target='_blank'>PF01979</a>,<a href='https://www.yeastgenome.org/locus/YIR027C/protein' target='_blank'>YIR027C</a>
YIR028W,DAL4,PF02133,"Permease for cytosine/purines, uracil, thiamine, allantoin; Purine-cytosine permease",105,564,<a href='https://pfam.xfam.org/family/PF02133' target='_blank'>PF02133</a>,<a href='https://www.yeastgenome.org/locus/YIR028W/protein' target='_blank'>YIR028W</a>
YIR029W,DAL2,PF03561,Allantoicase repeat; Allantoicase domain,31,182,<a href='https://pfam.xfam.org/family/PF03561' target='_blank'>PF03561</a>,<a href='https://www.yeastgenome.org/locus/YIR029W/protein' target='_blank'>YIR029W</a>
YIR029W,DAL2,PF03561,Allantoicase repeat; Allantoicase domain,204,342,<a href='https://pfam.xfam.org/family/PF03561' target='_blank'>PF03561</a>,<a href='https://www.yeastgenome.org/locus/YIR029W/protein' target='_blank'>YIR029W</a>
YIR030C,DCG1,PF01177,Asp/Glu/Hydantoin racemase; Asp/Glu/hydantoin racemase,5,231,<a href='https://pfam.xfam.org/family/PF01177' target='_blank'>PF01177</a>,<a href='https://www.yeastgenome.org/locus/YIR030C/protein' target='_blank'>YIR030C</a>
YIR031C,DAL7,PF01274,Malate synthase; Malate synthase,23,542,<a href='https://pfam.xfam.org/family/PF01274' target='_blank'>PF01274</a>,<a href='https://www.yeastgenome.org/locus/YIR031C/protein' target='_blank'>YIR031C</a>
YIR032C,DAL3,PF04115,Ureidoglycolate lyase; Ureidoglycolate lyase,3,187,<a href='https://pfam.xfam.org/family/PF04115' target='_blank'>PF04115</a>,<a href='https://www.yeastgenome.org/locus/YIR032C/protein' target='_blank'>YIR032C</a>
YIR033W,MGA2,PF01833,IPT/TIG domain; IPT domain,530,600,<a href='https://pfam.xfam.org/family/PF01833' target='_blank'>PF01833</a>,<a href='https://www.yeastgenome.org/locus/YIR033W/protein' target='_blank'>YIR033W</a>
YIR033W,MGA2,PF12796,Ankyrin repeats (3 copies); Ankyrin repeat-containing domain,703,779,<a href='https://pfam.xfam.org/family/PF12796' target='_blank'>PF12796</a>,<a href='https://www.yeastgenome.org/locus/YIR033W/protein' target='_blank'>YIR033W</a>
YIR034C,LYS1,PF05222,"Alanine dehydrogenase/PNT, N-terminal domain; Alanine dehydrogenase/pyridine nucleotide transhydrogenase, N-terminal",8,142,<a href='https://pfam.xfam.org/family/PF05222' target='_blank'>PF05222</a>,<a href='https://www.yeastgenome.org/locus/YIR034C/protein' target='_blank'>YIR034C</a>
YIR035C,NRE1,PF00106,short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR,3,192,<a href='https://pfam.xfam.org/family/PF00106' target='_blank'>PF00106</a>,<a href='https://www.yeastgenome.org/locus/YIR035C/protein' target='_blank'>YIR035C</a>
YIR036C,IRC24,PF00106,short chain dehydrogenase; Short-chain dehydrogenase/reductase SDR,3,201,<a href='https://pfam.xfam.org/family/PF00106' target='_blank'>PF00106</a>,<a href='https://www.yeastgenome.org/locus/YIR036C/protein' target='_blank'>YIR036C</a>
YIR037W,HYR1,PF00255,Glutathione peroxidase; Glutathione peroxidase,4,111,<a href='https://pfam.xfam.org/family/PF00255' target='_blank'>PF00255</a>,<a href='https://www.yeastgenome.org/locus/YIR037W/protein' target='_blank'>YIR037W</a>
YIR038C,GTT1,PF00043,"Glutathione S-transferase, C-terminal domain; Glutathione S-transferase, C-terminal",116,217,<a href='https://pfam.xfam.org/family/PF00043' target='_blank'>PF00043</a>,<a href='https://www.yeastgenome.org/locus/YIR038C/protein' target='_blank'>YIR038C</a>
YIR038C,GTT1,PF02798,"Glutathione S-transferase, N-terminal domain; Glutathione S-transferase, N-terminal",4,83,<a href='https://pfam.xfam.org/family/PF02798' target='_blank'>PF02798</a>,<a href='https://www.yeastgenome.org/locus/YIR038C/protein' target='_blank'>YIR038C</a>
YIR039C,YPS6,PF00026,Eukaryotic aspartyl protease; Peptidase family A1 domain,67,428,<a href='https://pfam.xfam.org/family/PF00026' target='_blank'>PF00026</a>,<a href='https://www.yeastgenome.org/locus/YIR039C/protein' target='_blank'>YIR039C</a>
YIR041W,PAU15,PF00660,Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1,26,117,<a href='https://pfam.xfam.org/family/PF00660' target='_blank'>PF00660</a>,<a href='https://www.yeastgenome.org/locus/YIR041W/protein' target='_blank'>YIR041W</a>
YIR042C, ,PF13302,Acetyltransferase (GNAT) domain; GNAT domain,36,174,<a href='https://pfam.xfam.org/family/PF13302' target='_blank'>PF13302</a>,<a href='https://www.yeastgenome.org/locus/YIR042C/protein' target='_blank'>YIR042C</a>
YJL225C, ,PF00271,"Helicase conserved C-terminal domain; Helicase, C-terminal",901,1004,<a href='https://pfam.xfam.org/family/PF00271' target='_blank'>PF00271</a>,<a href='https://www.yeastgenome.org/locus/YJL225C/protein' target='_blank'>YJL225C</a>
YJL223C,PAU1,PF00660,Seripauperin and TIP1 family; Stress-induced protein SRP1/TIP1,22,114,<a href='https://pfam.xfam.org/family/PF00660' target='_blank'>PF00660</a>,<a href='https://www.yeastgenome.org/locus/YJL223C/protein' target='_blank'>YJL223C</a>
YJL222W,VTH2,PF15901,"Sortilin, neurotensin receptor 3, C-terminal; Sortilin, C-terminal",539,692,<a href='https://pfam.xfam.org/family/PF15901' target='_blank'>PF15901</a>,<a href='https://www.yeastgenome.org/locus/YJL222W/protein' target='_blank'>YJL222W</a>
YJL222W,VTH2,PF15901,"Sortilin, neurotensin receptor 3, C-terminal; Sortilin, C-terminal",1186,1354,<a href='https://pfam.xfam.org/family/PF15901' target='_blank'>PF15901</a>,<a href='https://www.yeastgenome.org/locus/YJL222W/protein' target='_blank'>YJL222W</a>
YJL222W,VTH2,PF15902,"Sortilin, neurotensin receptor 3,; Sortilin, N-terminal",55,533,<a href='https://pfam.xfam.org/family/PF15902' target='_blank'>PF15902</a>,<a href='https://www.yeastgenome.org/locus/YJL222W/protein' target='_blank'>YJL222W</a>
YJL222W,VTH2,PF15902,"Sortilin, neurotensin receptor 3,; Sortilin, N-terminal",738,1184,<a href='https://pfam.xfam.org/family/PF15902' target='_blank'>PF15902</a>,<a href='https://www.yeastgenome.org/locus/YJL222W/protein' target='_blank'>YJL222W</a>
YJL221C,IMA4,PF00128,"Alpha amylase, catalytic domain; Glycosyl hydrolase, family 13, catalytic domain",37,400,<a href='https://pfam.xfam.org/family/PF00128' target='_blank'>PF00128</a>,<a href='https://www.yeastgenome.org/locus/YJL221C/protein' target='_blank'>YJL221C</a>
YJL219W,HXT9,PF00083,"Sugar (and other) transporter; Major facilitator,  sugar transporter-like",64,526,<a href='https://pfam.xfam.org/family/PF00083' target='_blank'>PF00083</a>,<a href='https://www.yeastgenome.org/locus/YJL219W/protein' target='_blank'>YJL219W</a>
YJL218W, ,PF14602,Hexapeptide repeat of succinyl-transferase; Hexapeptide repeat,95,119,<a href='https://pfam.xfam.org/family/PF14602' target='_blank'>PF14602</a>,<a href='https://www.yeastgenome.org/locus/YJL218W/protein' target='_blank'>YJL218W</a>
